ID,USO,TIPO_ARMA,MARCA,CALIBRE,FORCA,NUMERACAO_ARMA,FABRICACAO,QUALIFICACAO,RELACAO,AMBIENTE,DATA_HORA_FATO,ANO_FATO,MES_FATO,MES_FATO_TEXTO,DIA_FATO,DIA_SEMANA_FATO,HORA_FATO,TURNO,CIDADE_FATO,BAIRRO_FATO,ENDERECO_FATO,PT_REF_FATO,RISP,AISP,LONGITUDE,LATITUDE
44015,PERMITIDO,PISTOLA,IMBEL,380,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,28/06/2022 07:00:00,2022,6,Jun,28,Ter,7,Manhã,Porto de Pedras,Zona Rural,POVOADO PALMEIRA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,306176","-9,167444"
44017,NI,ESPINGARDA,NI,NI,PM,,NI,POSSE ILEGAL,Apreendida,Área Rural,28/06/2022 15:00:00,2022,6,Jun,28,Ter,15,Tarde,Pilar,Centro,"CONJUNTO EMBURIR-PRÓXIMO A CAIXA D'AGUA-Latitude -9,591161 Longitude -35,9475080986",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,947508","-9,59116"
44018,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,28/06/2022 18:00:00,2022,6,Jun,28,Ter,18,Noite,Maceió,Benedito Bentes,CONJ. BENEDITO BENTES II-CONJ. APRIGIO VILELA - AREA VERDE/PROXIMO A RESIDENCIA DE N 152,SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,708492","-9,571237"
44021,PERMITIDO,GARRUNCHA,ARTESANAL,22,PM,,NI,PORTE ILEGAL,Apreendida,,29/06/2022 02:58:00,2022,6,Jun,29,Qua,2,Madrugada,São Luís do Quitunde,Zona Rural,COMUNIDADE PEIXE PAU,,2ª RISP,15ª AISP,"-35,569495","-9,275676"
44023,PERMITIDO,ESPINGARDA,ARTESANAL,28,PM,,NI,PORTE ILEGAL,Apreendida,Residência,29/06/2022 16:00:00,2022,6,Jun,29,Qua,16,Tarde,Rio Largo,Tabuleiro do Pinto,"CONJ. PADRE CÍCERO (Latitude -9,481953 Longitude -35,8426529715)",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,812087","-9,512471"
44024,PERMITIDO,ESPINGARDA,NI,38,PM,,NI,PORTE ILEGAL,Apreendida,,30/06/2022 21:00:00,2022,6,Jun,30,Qui,21,Noite,Messias,Centro,RUA: FLORIANO PEIXOTO,"Latitude -23,548900 Longitude -46,6331554443",1ª RISP,09ª AISP,"-35,838874","-9,386881"
44025,PERMITIDO,ESPINGARDA,NI,20,PM,,NI,POSSE ILEGAL,Apreendida,,30/06/2022 21:00:00,2022,6,Jun,30,Qui,21,Noite,Messias,Centro,RUAFLORIANO PEIXOTO,PRÓXIMO AO CEMITÉRIO,1ª RISP,09ª AISP,"-35,838874","-9,386881"
44034,PERMITIDO,REVOLVER,TAURUS,38,PM/PC,KE23239,NACIONAL,POSSE ILEGAL,Apreendida,Residência,01/07/2022 05:00:00,2022,7,Jul,1,Sex,5,Madrugada,Delmiro Gouveia,Centro,RUA PROFESSORA NATÉRCIA SERPA,SEM INFORMAÇÃO,4ª RISP,24ª AISP,"-37,997692","-9,390762"
44032,PERMITIDO,CARABINA,NI,44,PC,,NI,POSSE ILEGAL,Apreendida,Área Rural,01/07/2022 06:00:00,2022,7,Jul,1,Sex,6,Manhã,Delmiro Gouveia,Zona Rural,ASSENTAMENTO GENIVALDO MOURA,ESTRADA ACESSO POVOADO ALTO BONITO,4ª RISP,24ª AISP,"-37,966432","-9,407413"
44027,RESTRITO,PISTOLA,TAURUS,9,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,01/07/2022 06:00:00,2022,7,Jul,1,Sex,6,Manhã,São Miguel dos Milagres,Centro,"RUA NOVA (Latitude -9,266315 Longitude -35,3719322910)",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,376259","-9,266833"
44028,PERMITIDO,REVOLVER,TAURUS,38,PM,1771194,NACIONAL,POSSE ILEGAL,Apreendida,Estabelecimento Comercial,01/07/2022 19:00:00,2022,7,Jul,1,Sex,19,Noite,Maceió,Jacintinho,"RUA PRIMEIRO DE MARÇO-BAR DO JORGE - FEIRINHA DO JACINTINHO-ENTRANDO NA FEIRINHA DO JACINTINHO, PEGA A RUA AO LADO DO POSTO DE SAUDE",BAR DO JORGE,1ª RISP,05ª AISP,"-35,716642","-9,643206"
44029,NI,ESPINGARDA,NI,NI,PM,,NI,POSSE ILEGAL,Apreendida,Estabelecimento Comercial,01/07/2022 19:00:00,2022,7,Jul,1,Sex,19,Noite,Maceió,Jacintinho,"RUA PRIMEIRO DE MARÇO-BAR DO JORGE - FEIRINHA DO JACINTINHO-ENTRANDO NA FEIRINHA DO JACINTINHO, PEGA A RUA AO LADO DO POSTO DE SAUDE",BAR DO JORGE,1ª RISP,05ª AISP,"-35,716642","-9,643206"
44036,PERMITIDO,REVOLVER,TAURUS,38,PM,0C221339,NACIONAL,DESOVA,Apreendida,Área Rural,03/07/2022 03:00:00,2022,7,Jul,3,Dom,3,Madrugada,Arapiraca,Batingas,LEITO DA AL 485,BAIXA DA ONÇA,3ª RISP,17ª AISP,"-36,658769","-9,796987"
44037,PERMITIDO,PISTOLA,ASTRA,22,PM,521575,ESTRANGEIRA,PORTE ILEGAL,Apreendida,Via Pública,03/07/2022 16:00:00,2022,7,Jul,3,Dom,16,Tarde,Porto Calvo,Centro,"CONJUNTO OSCAR CUNHA-RUA DA FUMAÇA-Latitude -9,049532 Longitude -35,4229902043",NAS PROXIMIDADES DA RUA DA FUMAÇA,2ª RISP,15ª AISP,"-35,423072","-9,05042"
44041,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,03/07/2022 22:00:00,2022,7,Jul,3,Dom,22,Noite,Maceió,Barro Duro,AV. JUCA SAMPAIO-EM FRENTE AO COLÉGIO ADVENTISTA,SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,715544","-9,633367"
44039,PERMITIDO,REVOLVER,TAURUS,38,PM,1828554,NACIONAL,PORTE ILEGAL,Apreendida,,03/07/2022 22:31:00,2022,7,Jul,3,Dom,22,Noite,Maceió,Jacintinho,RUA SAO MIGUEL,,1ª RISP,05ª AISP,"-35,722852","-9,638173"
44119,PERMITIDO,ESPINGARDA,NI,24,PM,,NI,PORTE ILEGAL,Apreendida,Via Pública,04/07/2022 22:00:00,2022,7,Jul,4,Seg,22,Noite,Rio Largo,Mata do Rolo,"CONJ JARBAS OITICICA, RUA 36 QUADRA E-01",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,809687","-9,516998"
44120,PERMITIDO,ESPINGARDA,NI,24,PM,,NI,PORTE ILEGAL,Apreendida,,04/07/2022 22:00:00,2022,7,Jul,4,Seg,22,Noite,Rio Largo,Mata do Rolo,RUA 36 QUADRA E-01,,1ª RISP,09ª AISP,"-35,809687","-9,516998"
44145,PERMITIDO,REVOLVER,TAURUS,38,PM,241280,NACIONAL,PORTE ILEGAL,Apreendida,Estabelecimento De Ensino,05/07/2022 14:00:00,2022,7,Jul,5,Ter,14,Tarde,Maceió,Benedito Bentes,"AVENIDA PRATAGY 771, CONJUNTO BENEDITO BENTES I-APÓS A FARMÁCIA PERMANENTE-AUTO ESCOLA 4X4",SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,721039","-9,548253"
44137,PERMITIDO,REVOLVER,ROSSI,38,PM,D334641,NACIONAL,DESOVA,Apreendida,,05/07/2022 19:00:00,2022,7,Jul,5,Ter,19,Noite,Paripueira,Zona Rural,AL 101 NORTE,NA ENTRADA DA PRAIA DE CARRO QUEBRADO,1ª RISP,11ª AISP,"-35,529821","-9,442013"
44136,PERMITIDO,REVOLVER,NI,32,PM,,NI,DESOVA,Apreendida,Via Pública,05/07/2022 19:00:00,2022,7,Jul,5,Ter,19,Noite,Paripueira,Zona Rural,AL 101 NORTE-NA ENTRADA DA PRAIA DE CARRO QUEBRADO,SEM INFORMAÇÃO,1ª RISP,11ª AISP,"-35,529821","-9,442013"
44139,PERMITIDO,REVOLVER,BERSA,22,PM,292954,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,05/07/2022 21:00:00,2022,7,Jul,5,Ter,21,Noite,Rio Largo,Tabuleiro do Pinto,VILA CHICA BOA- BR 104,PX. A CHICABOA,1ª RISP,09ª AISP,"-35,824429","-9,468343"
44140,PERMITIDO,ESPINGARDA,CBC,12,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,05/07/2022 23:10:00,2022,7,Jul,5,Ter,23,Noite,Rio Largo,Mata do Rolo,RUA JOSE TEOTONIO CERQUEIRA,,1ª RISP,09ª AISP,"-35,810607","-9,505357"
44161,PERMITIDO,PISTOLA,TAURUS,380,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,06/07/2022 03:00:00,2022,7,Jul,6,Qua,3,Madrugada,São Miguel dos Campos,Zona Rural,AL 101 NORTE,SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,071448","-9,761132"
44162,PERMITIDO,REVOLVER,NI,32,PM,,NI,PORTE ILEGAL,Apreendida,,06/07/2022 09:22:00,2022,7,Jul,6,Qua,9,Manhã,São Miguel dos Milagres,Zona Rural,ACENTAMENO AREIA,,2ª RISP,15ª AISP,"-35,36801","-9,257822"
44164,PERMITIDO,PISTOLA,TAURUS,380,PM,KZC97885,NACIONAL,PORTE ILEGAL,Apreendida,,06/07/2022 09:22:00,2022,7,Jul,6,Qua,9,Manhã,São Miguel dos Milagres,Zona Rural,ACENTAMENO AREIA,,2ª RISP,15ª AISP,"-35,36801","-9,257822"
44163,PERMITIDO,ESPINGARDA,ROSSI,32,PM,738939,NACIONAL,PORTE ILEGAL,Apreendida,,06/07/2022 09:22:00,2022,7,Jul,6,Qua,9,Manhã,São Miguel dos Milagres,Zona Rural,ACENTAMENO AREIA,,2ª RISP,15ª AISP,"-35,36801","-9,257822"
44165,PERMITIDO,REVOLVER,NI,38,PM,1276660,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,06/07/2022 13:00:00,2022,7,Jul,6,Qua,13,Tarde,Maceió,Centro,RUA DO SOL-PROXIMO A CAIXA ECONOMICA,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,737343","-9,662537"
44167,PERMITIDO,REVOLVER,TAURUS,38,PM,2150535,NACIONAL,DESOVA,Apreendida,Via Pública,06/07/2022 16:00:00,2022,7,Jul,6,Qua,16,Tarde,Maceió,Cidade Universitária,AV. GAMA LINS-PRÓXIMO DO MERCADINHO BOM DE PREÇO,PROXIMO AO MERCADINHO BOM DE PREÇO,1ª RISP,07ª AISP,"-35,770051","-9,540527"
44214,PERMITIDO,REVOLVER,TAURUS,38,PM,JA254309,NACIONAL,PORTE ILEGAL,Apreendida,Residência,07/07/2022 12:00:00,2022,7,Jul,7,Qui,12,Tarde,Maceió,Vergel do Lago,CONJ. VIRGEM DOS POBRES I	-QUADRA 03-PRÓXIMO AO NOVOS CONDOMÍNIOS,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,762462","-9,654143"
44212,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,07/07/2022 12:17:00,2022,7,Jul,7,Qui,12,Tarde,Delmiro Gouveia,Centro,RUA ANA NERI,PROX AO SUPERMERCADO MICAELA,4ª RISP,24ª AISP,"-38,00906","-9,385647"
44216,PERMITIDO,REVOLVER,TAURUS,38,PM,IE149875,NACIONAL,PORTE ILEGAL,Apreendida,Residência,07/07/2022 16:00:00,2022,7,Jul,7,Qui,16,Tarde,Arapiraca,Massaranduba,"CONDOMNINO CEREJEIRAS, 341-QUADRA H",SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,681977","-9,709075"
44220,PERMITIDO,PISTOLA,TAURUS,765,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,07/07/2022 20:00:00,2022,7,Jul,7,Qui,20,Noite,Barra de Santo Antônio,Centro,LOTEAMENTO RUME FARIAS-EM FRENTE A RUA DO CEMITÉRIO,CASA SEM NÚMERO EM FRENTE AO CEMITÉRIO,1ª RISP,11ª AISP,"-35,510843","-9,404025"
44217,PERMITIDO,REVOLVER,TAURUS,38,PM,430331,NACIONAL,PORTE ILEGAL,Apreendida,,07/07/2022 20:58:00,2022,7,Jul,7,Qui,20,Noite,Maceió,Clima Bom,TERCEIRA TRAVESSA SANTA FE,PROX. A ACADEMIA A3,1ª RISP,08ª AISP,"-35,782077","-9,576623"
44218,PERMITIDO,REVOLVER,TAURUS,38,PM,1377104,NACIONAL,PORTE ILEGAL,Apreendida,,07/07/2022 21:03:00,2022,7,Jul,7,Qui,21,Noite,Maceió,Tabuleiro do Martins,CONJ. CLETO MARQUES LUZ,PROX. AO NOVO IML,1ª RISP,08ª AISP,"-35,763385","-9,571919"
44227,PERMITIDO,PISTOLA,TAURUS,380,PM,KYK77207,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,07/07/2022 23:00:00,2022,7,Jul,7,Qui,23,Noite,Feira Grande,Zona Rural,RUA MARCIANO JOSÉ DOS SANTOS-DISTRITO DE MASSAPÉ.	EM FRENTE AO ANTIGO MATADOURO PÚBLICO.,DISTRITO DE MASSAPE,3ª RISP,21ª AISP,"-36,685976","-9,857054"
44222,PERMITIDO,REVOLVER,TAURUS,38,PM,MF794915,NACIONAL,POSSE ILEGAL,Apreendida,Residência,08/07/2022 01:00:00,2022,7,Jul,8,Sex,1,Madrugada,Maceió,Cidade Universitária,"RUA DENISON MENESES-APÓS O BPGD (Latitude -9,539723 Longitude -35,7688891291)",PROX AO SISTEMA PRISIONAL,1ª RISP,07ª AISP,"-35,770649","-9,544251"
44223,PERMITIDO,REVOLVER,TAURUS,38,PM,MB738045,NACIONAL,POSSE ILEGAL,Apreendida,Residência,08/07/2022 11:00:00,2022,7,Jul,8,Sex,11,Manhã,Maceió,Petrópolis,RESIDENCIAL BOSQUE DAS PALMEIRAS-BLOCO 4 AP 108-PRÓXIMO AO MAKRO,POR TRÁS DA LOJA CARAJÁS,1ª RISP,04ª AISP,"-35,758089","-9,597021"
44226,PERMITIDO,REVOLVER,TAURUS,38,PM,OC218708,NACIONAL,POSSE ILEGAL,Apreendida,Residência,08/07/2022 18:00:00,2022,7,Jul,8,Sex,18,Noite,Maceió,Cidade Universitária,"CONJ. VILAGE CAMPESTRE II-RUA JOAO PAULO VI, 07 - PROXIMO DO MERCADINHO COM SINUCA",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,746467","-9,541261"
44229,PERMITIDO,REVOLVER,NI,38,PM,1592019,NI,PORTE ILEGAL,Apreendida,Outro,08/07/2022 23:00:00,2022,7,Jul,8,Sex,23,Noite,Maceió,Vergel do Lago,CONJ. VIRGEM DOS POBRES I-	PRÓXIMO AO VALETÃO,SEM INFORMAÇÃO,1ª RISP,02ª AISP,"-35,762492","-9,654203"
44231,PERMITIDO,PISTOLA,GLOCK,380,PM,LOH161,ESTRANGEIRA,PORTE ILEGAL,Apreendida,Outro,09/07/2022 00:00:00,2022,7,Jul,9,Sáb,0,Madrugada,Arapiraca,Jardim de Maria,"RUA JOSE JAILSON NUNES-ESPETINHO DOS SABORES(Latitude -9,735740 Longitude -36,6548442153)",SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,655282","-9,735854"
44232,PERMITIDO,PISTOLA,TAURUS,380,PM,KEM41268,NACIONAL,PORTE ILEGAL,Apreendida,,09/07/2022 00:00:00,2022,7,Jul,9,Sáb,0,Madrugada,Arapiraca,Jardim de Maria,RUA JOSÉ JAÍLSON NUNES,"Latitude -9,735740 Longitude -36,6548442153",3ª RISP,17ª AISP,"-36,655282","-9,735854"
44234,RESTRITO,PISTOLA,TAURUS,45,PM,AAM154757,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,09/07/2022 09:00:00,2022,7,Jul,9,Sáb,9,Manhã,São Miguel dos Milagres,Centro,PRAÇA PADRE CICERO,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,348648","-9,243146"
44237,PERMITIDO,REVOLVER,TAURUS,38,PM,13315640,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,09/07/2022 15:00:00,2022,7,Jul,9,Sáb,15,Tarde,Maceió,Santos Dumont,RUA ISABELA CLARINDO-NA RUA DO PASTEL DO GORDINHO,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,790836","-9,556453"
44236,PERMITIDO,REVOLVER,TAURUS,38,PM,69825,NACIONAL,DESOVA,Apreendida,,09/07/2022 15:36:00,2022,7,Jul,9,Sáb,15,Tarde,Maceió,Benedito Bentes,RUA NOVO HORIZONTE,PROXIMO AO ESCADÃO,1ª RISP,06ª AISP,"-35,731691","-9,553011"
44238,PERMITIDO,REVOLVER,NI,38,PM,JL5225,NI,PORTE ILEGAL,Apreendida,Zona Urbana,09/07/2022 18:00:00,2022,7,Jul,9,Sáb,18,Noite,Maceió,Barro Duro,"RUA BOA ESPERANÇA,49 - (Latitude -9,619578 Longitude -35,7216014000)",SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,722191","-9,620707"
44257,PERMITIDO,ESPINGARDA,NI,20,PM,469960,NI,POSSE ILEGAL,Apreendida,,10/07/2022 18:52:00,2022,7,Jul,10,Dom,18,Noite,Boca da Mata,Centro,"RUA DOM PEDRO II, 418",,3ª RISP,20ª AISP,"-36,203818","-9,650912"
44258,PERMITIDO,REVOLVER,TAURUS,38,PM,FL83612,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,10/07/2022 23:00:00,2022,7,Jul,10,Dom,23,Noite,Maceió,Jaraguá,RUA BARÃO DE JARAGUÁ-PRÓXIMO DA PRAÇA DOIS LEÕES.,SITAAL,1ª RISP,01ª AISP,"-35,723272","-9,671063"
44300,PERMITIDO,REVOLVER,NI,38,PM,736312,NI,PORTE ILEGAL,Apreendida,Via Pública,12/07/2022 07:00:00,2022,7,Jul,12,Ter,7,Manhã,Pão de Açúcar,Centro,"RIO SÃO FRANCISCO PORTO DA BALSA (Latitude -9,750185 Longitude -37,4398138181)",SEM INFORMAÇÃO,4ª RISP,25ª AISP,"-37,439823","-9,750181"
44302,PERMITIDO,PISTOLA,TAURUS,380,PM,,NACIONAL,DESOVA,Apreendida,Outro,12/07/2022 16:00:00,2022,7,Jul,12,Ter,16,Tarde,Maceió,Feitosa,"R. ROSÁLIA SANDOVAL-PRÓXIMO À RODOVIÁRIA.(Latitude -9,644977 Longitude -35,7277254000)",SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,72772","-9,64497"
44672,NI,ESPINGARDA,NI,NI,PC,,NI,POSSE ILEGAL,Apreendida,Via Pública,13/07/2022 10:00:00,2022,7,Jul,13,Qua,10,Manhã,Mata Grande,Centro,RUA DO HOSPITAL-  PROX A ANTENA,SEM INFORMAÇÃO,4ª RISP,24ª AISP,"-37,731182","-9,121102"
44313,PERMITIDO,REVOLVER,TAURUS,38,PM,120001,NACIONAL,PORTE ILEGAL,Apreendida,Outro,13/07/2022 21:00:00,2022,7,Jul,13,Qua,21,Noite,Arapiraca,Zélia Barbosa Rocha,VILA FERNANDES-NA PRAÇA EM FRENTE A IGREJA CATÓLICA.,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,675889","-9,74324"
44314,PERMITIDO,REVOLVER,SMITH & WESSON,38,PM,,ESTRANGEIRA,DESOVA,Apreendida,Zona Urbana,13/07/2022 21:00:00,2022,7,Jul,13,Qua,21,Noite,Maceió,Jacintinho,RUA TENENTE CORONEL PEDRO GERONIMO DOS SANTOS-RUA DO SUPERMERCADO PONTO CERTO,RUA DO SUPERMERCADO PONTO CERTO,1ª RISP,05ª AISP,"-35,719603","-9,64442"
44315,PERMITIDO,REVOLVER,TAURUS,38,PM,1323639,NACIONAL,PORTE ILEGAL,Apreendida,Residência,13/07/2022 22:00:00,2022,7,Jul,13,Qua,22,Noite,Maceió,Benedito Bentes,"CONJ JORGE QUINTELA-BLOCO 41, 101",SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,72626","-9,571197"
44336,PERMITIDO,REVOLVER,NI,38,PC,,NI,POSSE ILEGAL,Apreendida,Residência,14/07/2022 05:00:00,2022,7,Jul,14,Qui,5,Madrugada,Maceió,Cidade Universitária,RUA GABINO BESOURO,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,756268","-9,543689"
44342,PERMITIDO,ESPINGARDA,NI,36,PM,,NI,POSSE ILEGAL,Apreendida,Área Rural,14/07/2022 11:00:00,2022,7,Jul,14,Qui,11,Manhã,Atalaia,Zona Rural,"SITIO LIBERDADE - PIRAJÁ (Latitude -23,559916 Longitude -46,6312586000)",SEM INFORMAÇÃO,2ª RISP,13ª AISP,"-35,997791","-9,504828"
44340,PERMITIDO,ESPINGARDA,ROSSI,12,PM,1055742,NACIONAL,POSSE ILEGAL,Apreendida,Residência,14/07/2022 12:00:00,2022,7,Jul,14,Qui,12,Tarde,Maragogi,Zona Rural,"BARRA GRANDE - RUA DO CEMITÉRIO-FICA EM FRENTE AO PONTO DO MOTO TAXI, NA RUA DA LANCHONETE DA JOELMA",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,197688","-8,984962"
44343,PERMITIDO,REVOLVER,TAURUS,32,PM,740504,NACIONAL,PORTE ILEGAL,Apreendida,,14/07/2022 12:57:00,2022,7,Jul,14,Qui,12,Tarde,Arapiraca,Olho d Água dos Cazuzinhos,"QUADRA P, 40",,3ª RISP,16ª AISP,"-36,680797","-9,773607"
44345,PERMITIDO,ESPINGARDA,NI,36,PM,,NI,POSSE ILEGAL,Apreendida,Residência,14/07/2022 13:00:00,2022,7,Jul,14,Qui,13,Tarde,Olho d Água Grande,Zona Rural,POVOADO POÇO DA ILHA-PRÓXIMO AO POVOADO POÇO COMPRIDO,SEM INFORMAÇÃO,3ª RISP,21ª AISP,"-36,755618","-10,04889"
44347,RESTRITO,PISTOLA,TAURUS,40,PM,SJW63092,NACIONAL,DESOVA,Apreendida,Zona Periurbana,14/07/2022 18:00:00,2022,7,Jul,14,Qui,18,Noite,Maceió,Chã da Jaqueira,ESTRADA DA GRANJA-PRÓXIMO À SUPERINTENDÊNCIA MUNICIPAL DE ILUMINAÇÃO E ENERGIA  - SIMA,PRÓXIMO À SUPERINTENDÊNCIA MUNICIPAL DE ILUMINAÇÃO E ENERGIA  - SIMA,1ª RISP,04ª AISP,"-35,748909","-9,621237"
44346,PERMITIDO,REVOLVER,NI,38,PM,376997,NI,PORTE ILEGAL,Apreendida,,14/07/2022 20:37:00,2022,7,Jul,14,Qui,20,Noite,Maceió,Santa Amélia,"AVENIDA JORGE MONTENEGRO DE BARROS. LAGOA MANGUABA CONDOMÍNIO CLUBE. BLOCO 03, 1053",PRÓXIMO AO POSTO BR.,1ª RISP,04ª AISP,"-35,768606","-9,609628"
44374,PERMITIDO,ESPINGARDA,CBC,12,PM,1538500,NACIONAL,DESOVA,Apreendida,Área Rural,15/07/2022 11:00:00,2022,7,Jul,15,Sex,11,Manhã,Colônia Leopoldina,Zona Rural,POVOADO CANTO ESCURO-PRÓXIMO DA USINA TAQUARA,PRÓXIMO DA USINA TAQUARA,2ª RISP,14ª AISP,"-35,754835","-8,939273"
44377,PERMITIDO,PISTOLA,TAURUS,380,PM,KJX79545,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,15/07/2022 16:00:00,2022,7,Jul,15,Sex,16,Tarde,Maceió,Farol,"RUA IRIS ALAGOENSE-PROX AO CESMAC (Latitude -9,652476 Longitude -35,7351844847)",CESMAC,1ª RISP,03ª AISP,"-35,735326","-9,65287"
44373,PERMITIDO,REVOLVER,TAURUS,38,PM,1132857,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,15/07/2022 17:00:00,2022,7,Jul,15,Sex,17,Tarde,Marechal Deodoro,Zona Rural,"CONJ. DENISON AMORIM - LOT. EL DOURADO-DANDO ACESSO A IMPERIAL. A ÚLTIMA RUA DO CONJ., NA ESTRADA DE BARRO. PRÓXIMO A FAZENDO DO MULSO.",SEM INFORMAÇÃO,1ª RISP,10ª AISP,"-35,882841","-9,760297"
44379,PERMITIDO,REVOLVER,TAURUS,38,PM,1609906,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,16/07/2022 00:00:00,2022,7,Jul,16,Sáb,0,Madrugada,Maceió,Cidade Universitária,"CONJ. EUSTÁQUIO GOMES-PERTO DO BAR ""ESPETINHO DA MINHA TIA"".BR 104",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,788373","-9,544182"
44381,PERMITIDO,PISTOLA,TAURUS,380,PM,KGN34858,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,16/07/2022 18:00:00,2022,7,Jul,16,Sáb,18,Noite,Marechal Deodoro,Francês,RUA CARAPEBA-RESTAURANTE FRIGIDEIRA,SEM INFORMAÇÃO,1ª RISP,10ª AISP,"-35,842136","-9,769099"
44383,PERMITIDO,REVOLVER,TAURUS,38,PM,1196357,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,16/07/2022 20:00:00,2022,7,Jul,16,Sáb,20,Noite,Maceió,São Jorge,"RUA EBENEZER DE OLIVEIRA, VILA EMATER-ENTRANDO NA VILA EMATÉ.",SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,704912","-9,617666"
44393,PERMITIDO,REVOLVER,TAURUS,32,PM,128045,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,17/07/2022 12:00:00,2022,7,Jul,17,Dom,12,Tarde,Penedo,Zona Rural,"LOTEAMENTO PINHEIRO RUA 1 (Latitude -10,289908 Longitude -36,5794940000)",SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,538668","-10,248232"
44396,PERMITIDO,REVOLVER,TAURUS,38,PM,"0,00E+00",NACIONAL,POSSE ILEGAL,Apreendida,Residência,17/07/2022 12:00:00,2022,7,Jul,17,Dom,12,Tarde,Rio Largo,Tabuleiro do Pinto,"RUA DA CAIXA, 117 - (Latitude -9,528427 Longitude -35,8026290000)",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,802637","-9,528407"
44397,PERMITIDO,PISTOLA,TAURUS,380,PM,KLW10226,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,17/07/2022 16:00:00,2022,7,Jul,17,Dom,16,Tarde,Maceió,Tabuleiro do Martins,AV. MACEIÓ-FEIRINHA DO TABULEIRO-AO LADO DA BM FARMÁCIA,BM FARMACIA,1ª RISP,08ª AISP,"-35,767881","-9,585632"
44398,PERMITIDO,REVOLVER,TAURUS,38,PM,248720,NACIONAL,PORTE ILEGAL,Apreendida,,17/07/2022 16:43:00,2022,7,Jul,17,Dom,16,Tarde,Maceió,Benedito Bentes,QUADRA CD,PRÓXIMO A QUADRA DE SPORT,1ª RISP,06ª AISP,"-35,734458","-9,554948"
44400,PERMITIDO,REVOLVER,NI,38,PM,164262,NI,POSSE ILEGAL,Apreendida,Residência,17/07/2022 18:00:00,2022,7,Jul,17,Dom,18,Noite,Taquarana,Zona Rural,POVOADO PAI JOÃO,SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,508275","-9,627216"
44401,PERMITIDO,ESPINGARDA,NI,28,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,17/07/2022 18:33:00,2022,7,Jul,17,Dom,18,Noite,Belém,Zona Rural,SÍTIO CABEÇA DANTAS,,3ª RISP,18ª AISP,"-36,45835","-9,587974"
